Path,Type,Size,Lines,Reviewed,ReviewDepth,RelatedFindings,ExclusionReason,Notes
src/lib/bookLabels.ts,server-lib,2112,69,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/consent-client.ts,server-lib,2010,69,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/db.ts,server-lib,972,28,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/format.ts,server-lib,2527,69,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/i18n.ts,server-lib,107276,1216,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/markdown.ts,server-lib,9443,268,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/recent.ts,server-lib,753,24,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/route-state.ts,server-lib,2771,72,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/router.ts,server-lib,6210,151,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/article-detail.ts,server-lib,3349,98,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/article-list.ts,server-lib,1206,32,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/articles.ts,server-lib,2417,49,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/auth.ts,server-lib,6941,193,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/cart.ts,server-lib,10459,300,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/catalog.ts,server-lib,5697,150,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/consent.ts,server-lib,9904,271,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/discounts.ts,server-lib,7363,183,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/email-change.ts,server-lib,2061,43,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/email-verification.ts,server-lib,1804,40,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/giftwrap.ts,server-lib,1038,22,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/google.ts,server-lib,5388,120,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/home-sections.ts,server-lib,1355,37,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/homepage.ts,server-lib,1238,36,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/housekeeping.ts,server-lib,3916,79,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/mail-dispatch.ts,server-lib,4005,103,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/money.ts,server-lib,797,19,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/newsletter.ts,server-lib,1568,32,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/order-mail.ts,server-lib,6551,166,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/order-timeline.ts,server-lib,2125,43,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/password-reset.ts,server-lib,4014,91,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/product-detail.ts,server-lib,9175,258,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/product-list.ts,server-lib,7354,147,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/promotions.ts,server-lib,3510,93,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/rate-limit.ts,server-lib,1212,38,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/report-mail.ts,server-lib,16175,315,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/series.ts,server-lib,4147,109,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/shipping.ts,server-lib,1072,33,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/store-settings.ts,server-lib,2827,89,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/server/utils.ts,server-lib,7618,192,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/site.ts,server-lib,1626,32,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/sp-path.ts,server-lib,627,20,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/types.ts,server-lib,14927,362,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/use-settings.ts,server-lib,1221,34,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/utils.ts,server-lib,781,19,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/lib/view-cache.ts,server-lib,3397,116,YES,TARGETED,SEC-401..416; API-402..409,,Core libs full read (auth/cart/checkout/google/session/rate-limit/housekeeping/mail/seo helpers) across 2-c/2-d/3-a/3-d
src/proxy.ts,other,2663,69,COUNTED,-,QA-411,,misc root files counted
src/store/store.ts,other,6061,160,COUNTED,-,QA-411,,misc root files counted
tailwind.config.ts,other,1696,64,COUNTED,-,QA-411,,misc root files counted
tsconfig.json,config/root,778,45,YES,FULL,QA-404..409; PERF-403,,package.json/tsconfig/eslint/next.config/proxy/Caddyfile/gitignore full read
